,user_id,actual,recomendations
1789,2335,"[ 1004906  1106523   866211   840361  1082212   878996   844179  1068719
   893018  1133018   961554   913785  1074524   873627   965766  1003188
  1039484  1124029   924352  1096036  1081177   916122  1125530  1085846
  1121656   983897  1044078 12810393   896369   960732  8160430   927291
   998189   822785   907625  9835947   923746   858439  9835960   933637
   889731   950206 10150194   929433  9836526   835476   930917  1015280
   871909  1019443]","[1004906, 1106523, 866211, 840361, 1082212]"
1790,2336,"[  960732   840361   935578   854852  1012284  1126899  1058997   970619
   945662   884686   978343  1023720   901062   891954  1098248  1133018
  1019832   989249   972312   840601  1045586 13381584   862349  1081177
  1130111  1046584  1006878   961554  1085563  1024306  1030182  7024990
   999104   878996  1051211  1053329  9420312  1102067   887691   896369
  1017616  1003836  1134810  1003616   917543 10285144  1077555 10284946
  9859128  1060673]","[960732, 840361, 935578, 854852, 1012284]"
1791,2337,"[ 854852 1077555  840361  954642  979707  971807  916122  865178  961554
 1081177  962568  901062 1027569 1012284 1051211  999858 1078011  844179
 5569230 1035843  963835 1056746  951412 1004555 1133018 9859128 1053690
  922127 9571047 1056509 1071277  848319  882305 1061614  862826 1046584
 1007269 1115576 1065593  914190 1022097  907099  983078  900586  847344
 1075368  957422  916482  937413 1088147]","[854852, 1077555, 840361, 954642, 979707]"
1792,2338,"[ 923746  845208 1037863  896613  871611 1133018 1135258 5592931  910439
 1071939  962568 1096343  900802  833025  837107 1022254 1068719  863447
 1069621 1024306 1004906  899624  866540 1070702  890610 1092264  939636
  828106  854852  831628 1026118  840361  878996 1052912  999270 1106523
  993638  987562  976199 1023958  909894 1025535 1057260  866878 1137284
 1044895  860439  846760 1044078 1124507]","[923746, 845208, 1037863, 896613, 871611]"
1793,2341,"[ 1037751  7167837  1129610  1125391  1070727  1139023  1028715   843911
  7166756   822517  1011427   842407   911311  1051882  1011141   967144
  1139569  1010440  1040812   840732  5995177   888233   954424 10456371
  7167967   929472   824305   831587  1009719  1101932   887526   902856
  1100273  9419198   846202   996009   878290  9526185  1013842  1134513
  1117964   862582  1063578   890695   991761  1082311   913794  1081189
   989409   985105]","[1037751, 7167837, 1129610, 1125391, 1070727]"
1794,2342,"[  840361   866211   961554   916122   878996  1106523   854852  1081177
  1004906  1133018  1023720  1003188   901062   913785   897954  1024306
  1102067  1068719 12811532   933637   960732 12810393   979707   997309
   844179  1105488   879528   970619   891954 10121965  1051211  1044188
   985999   829323  1026118   903325   908531  1027569   880150  1019099
   865178  1062002   909714   996028  1020581  1136257   873627  1070497
  1055504   891141]","[840361, 840361, 866211, 961554, 916122]"
1795,2343,"[ 1028816   854852   951412   932179  1023720   930118   970030   901062
  1116050  1137688   903325  1051516   848071  1080853  7024990   892862
   990688  1046262  1098248  1026118   891954 10456180  1024306  1127179
  1027569  1009449  1101959  1126375  6034857   903800  1057102  1042616
   961554  5580166   980823   965842  1031447   933637   878996   819594
  1045228  1018050  5578547  1101706   957772   828935  1117514   900802
  1025468   837270]","[1028816, 854852, 951412, 932179, 1023720]"
1796,2344,"[  878996   933637   845208   866211  1023720   854852  1051516  1081177
   930118   898958  1037863  1026118   848071  1024306  1127179   857503
  1042697  1058997  1028816  1022254  1006342  1008547   903325  1137688
  5585510   962568   944137  8090440   823862  1055504  1037332  1009046
   891954  1105488  6034857  1098248   895268   970030   900802  1116050
  1117514  1011300 12262492  1046262   951834  1062002   961979   965267
  1079913   901062]","[878996, 933637, 845208, 866211, 1023720]"
1797,2345,"[ 1006438  1062572   937686   965772  5571248  1044188  1074283   827271
   923670   852015   891393  1135932   857968   887783   947267 10285002
   846634   992870   892221   984669  1022984   873023   862130   841016
  1099468  1132956  1043663  9802972   888476   966348  1022859   888054
  7166890  8119159  6534406  6534689   900937   895295   912451  1066097
  1060673  9677100   860947   993441  1097001  8205252  8118591  5567325
  6979048  9297045]","[1006438, 1062572, 937686, 965772, 5571248]"
1798,2346,"[  944534 12810393   885290  1004906  1015612   965766 12731714   844179
   869150   927291  1020581   840361  1082212   913785   998556 12301405
   904105  1044805 12810422   835476  1121059 12811532   924423  1101567
   970924   903233  1081177  1131310  1054215  1058930 12384775   890739
   835530   979707  1064380  1075313   977658  1131607  1094955   990453
   952163   880150   866211  1035842 12301109  1084177   874972   956486
   843259  1108854]","[944534, 12810393, 885290, 1004906, 1015612]"
1799,2347,"[1127624 5569327 1053690  859010 1048440  947798  921744 1004596 5568721
 8090521 5569230  885430  891505  925626 5568378 1096036  957951  880895
 1012587  856772 9527160 5587656 1038217 1051626 1032950 1137346 1118033
  879152 1092026  994262  825538 1117128  873964  906838 1086119  893018
 1118533 1108168 1060872 1037840 7409874 5590613  965693  838602  920971
 5981074  934427  992622 1021324  998679]","[1127624, 5569327, 1053690, 859010, 1048440]"
1800,2348,"[ 896369  840361 1004906  844179  893018 1096036  961554 1003178 9526410
 1074524  929433  954966  908531  962229  924352 1039589 1085846  859075
 1044078  914245 1068719  847982  899624  833025 1003188 1042942  944466
 1123101 1007116  972312  878996  954994 1071939  869577 1054424  982790
 1117500  965530 1131438  920844 1038217  873654 1077048  910032 1125530
  866211  988693 1044068  907625  913785]","[896369, 840361, 1004906, 844179, 893018]"
1801,2349,"[ 1039156   876932   893501  8203451  9420067   956813   862732   838186
  1132036   878996   923746  9337581  6039687  1010190   827999  8293343
   822225  1118033   861973  1088414   866211 12670071  1030362   920426
  1022097   987006   910109  1133254   867272   834117  6463367  1048445
 12263841  5569471  9527159   862035 10204333   840361   957951  1102959
 15596515  1015113   957190  1035243  5569374   856252  7167687  1122568
   963336  1042942]","[1039156, 876932, 893501, 8203451, 9420067]"
1802,2351,"[ 912902 1009719 1068719  898847  965766 1100972  856827 1135222 1129610
  980666  913785  907647 1050618 1046587 1122358  934369 5996469 7167967
 1066069 1044805  832678 5568732 1013578 1006184  837751 1120443 1129421
 9527494  981521 1028715  961620  871756  903233 7441419  853522 1048462
 7166861  831125  909894  866755  892376 1004906 1131488 7167837  953106
 1100691 1007549 1096261  888233  898043]","[912902, 1009719, 1068719, 898847, 965766]"
1803,2352,"[ 1081177   878996   866211   840361  1004906  1044078   854852   845208
   962568   844179   923746   961554   909894  1023720   969866  1133018
  1096036  1105488  1068719  1043590   939636   965267   890739   933637
  1049788   859075   916122   913785   917816   866871  1119761  1022254
  1037863   990981   819308   897165  1042907  6464086   930118  1038217
   979707   898958  1026118  1071939   995965   900418   944534  1024306
 12810393   918335]","[1081177, 878996, 866211, 840361, 1004906]"
1804,2353,"[  916122   840361  1081177   961554 12810393  1004906   866211   844179
   897954   878996  1044078   979707  1058997   839656  1083328   985999
  1054945  1020581   996028  1110843   946839  1005186 12811532   902094
  1119761  1023720   909638  1128240   854852   872021  1048893  6034857
  1096036  8090521  1106523  1120085   862682   943858   913785   825749
   893018  1075313   831628  1106301  1081421 12810422  1060673  9833277
   825753   905340]","[916122, 840361, 1081177, 961554, 12810393]"
1805,2354,"[  854852  1104349   857503  6513713  1048257  1023720   821083  1081177
  1126899   916122   964521   880427   923746  1062128  1024306   934399
   909268   962568  1057749  9835509   845208   827332  1024032  1036347
  1003616   925862   887102  1106271   970455   944836   823775  1136719
  7169034   824305  1058997  7024927 12262778 10149640   882247  1135552
  1010590   825170   923723   972191   847207   859610  1131488   823721
  1138682  1127179]","[854852, 1104349, 857503, 6513713, 1048257]"
1806,2355,"[  840361  1004906  1081177   866211   961554   916122   854852   844179
   878996  1133018  1106523  1024306   965766  1023720  1068719   913785
   845208 12810393  1044078   930917   951590   908531   909894   893018
  5569230   847982   979707   923746   910032 12811532   933637   962568
   896369   960732  1076056  1051211  8090537  1005186  1096036  1042438
  1058997   898068   873627 12301109   892008   897954   883932  1045220
   952163   999858]","[840361, 1004906, 1081177, 866211, 961554]"
1807,2357,"[ 845208  854852  923746  993638 1070702 1092264 1081177 1096667 1004906
 1068719 1137775 1038985 1133018 1018740 1122358  840361  909894  896613
 1057260 1049788 1037863  860975  878996  819978 7024871  833025 5569230
 1023958  885863  871611  986912 6534077  962568  835098 1071939  866540
  890610  874972 1028995 1024306  933060 1019247 1102959 1053016  976199
  965267  834129 1023720  987562 1052912]","[845208, 854852, 923746, 993638, 1070702]"
1808,2358,"[  875396  7168463  1130763   887342 12672980   929472   820486   926206
  5582712  1010847  1084177   902856   886996  1011427   832285  1016260
  7144132   990984  1128880   844023   996009  1106013   898510  1022795
   912860  7166817   956284  1007210  1094562   826597   851865  1129610
   940947  8205252   867016  9297310  1032950   903233   949991  1054215
  1051882   868386   967144  1095587  1125943  1007512  7167837 10456613
  6552608  7167967]","[875396, 7168463, 1130763, 887342, 12672980]"
1809,2359,"[  840361  1105623  7409918  7410342   909894   882288   961554   980727
   913785  1128880   847982 12810393   829928   905868  1004906   916993
   841228   985185  1003649  1096036  1013770  1058997 12811532  7410014
  1065593   932949   965693  1013572   869150  1029112   991435  1139058
  1101567  1023958   999891  1056746   934369   977545   921554   859075
  1101010   935317  7410288   893018  1076366  1081177 13512060  1038217
  1008316   860975]","[840361, 1105623, 7409918, 7410342, 909894]"
1810,2360,"[  844179  1081177  1004906   840361   951590   927291  1044078   913785
   965766   916122  1068719 12810393 12301109   979707   866211  1038217
   987044   999858  1096036  1020581   910032   819927  5569230 12301405
 12301100   854852  1121059  1042438  1053690  1101173  1065593  9526410
  1042907   974108  1109615   990797   865528   961554   883932  1133018
  1048462  1119761   944534   859075   893018   908318  1094955   967395
   917816   879504]","[844179, 1081177, 1004906, 840361, 951590]"
1811,2361,"[ 859075 1039589  961554  833025 1077048 1071939  918335  908531  840361
 1136257 1003178 1014948 1082454  921345  921744 1013641  880579  954966
  901543  914190 1054216 1110692 1079223 1059593  987724  845705  862488
  951197  916122 1023979  919534  893501  869577 5568378  859010  844179
  867188  898212 9527257 1029504 1053690 5569471 1018859 8276172  828143
 1065507  865196  834117  999639  933835]","[859075, 1039589, 961554, 833025, 1077048]"
1812,2363,"[ 1054215 12301405   929018 12349795   923670 12262830   869573   908283
 13506200   884145  6513604   874972   844179  1044089  8119004   842407
   891028 12262778   965543  1029737  1110813   999858   830503   968072
   940947   997796 12301109  5995483  1124432   843689  1095587   967144
   924834  7135183 12731714  1116770  1037387   919406  1094562  1001656
 12810393   965766  1037751  6513713  5570406   989409   927291  1073546
  9296919  9296855]","[1054215, 12301405, 929018, 12349795, 923670]"
1813,2364,"[ 872021 5566752  863351 1023720  913046  845868  927382  921197  909638
 1083328 1019011  966695  943858 1054945 1081421  990688  935389  930918
  835080 1118479  825753 1007959  938841  876624  827079 7169034 1137342
 7167865 1081177 1026209  922651 1058997 1019883  897953 1006342  882941
 1042697 1099802 8358383 5567148 1087754 5566674 1020962  941658  992922
  933637  908636  856788  916487  836286]","[872021, 5566752, 863351, 1023720, 913046]"
1814,2366,"[ 5981267  1097001  1035207  1106523   820923  5591103  5981074  9526628
  1123137  5590695  1057113   923746   901916 10457128   837495  9707240
  1044188  1038217   846760  1095669  7144131   965821   970866  8069336
  1038214  7144136   883665  7024927  1024383 12132312  7025517  1118533
  5572738  1096728   822101   869322   960732   969419  9934800  7025204
   907141  1104027   893018   851819  1021715   925178   926656  1088448
   983584  1062782]","[5981267, 1097001, 1035207, 1106523, 820923]"
1815,2367,"[1106523 8090521 5568378 1101173 1004906 8090537  965766  951590 1044078
  916122  930917  902172 1068719  893018  844179 1045220  913785  870547
 1081177  861279  873627  850102  866211 5585510  840361 1137346 1085983
  907631 5569327  910032 8090509 5569230  960318  879755  829291 1040842
  999714  822407 1070272 1021116  990004  898068  844165  923746  846764
 1085604  892008 1110843  989824 1092026]","[1106523, 8090521, 5568378, 1101173, 1004906]"
1816,2369,"[  916122  1044805   961554 10456371   840361  1130763   902856  1084177
 10456575   887342  1048352   913785   985999   866211   929472  1121384
   898510   993592  1126899   869150  1081177   919535  7167967  1012284
   949991  5569327   888532   967395   989249   906844  1032950  1042628
  1060408  5568378  1120443   903233  1096036  7166817   918368  1065593
   856215   885406  1127624  1128880  1084199   909714   965766  1046262
   979707   893018]","[916122, 1044805, 961554, 10456371, 840361]"
1817,2370,"[  916122 12811532   878026 12810393   847344  1075313   893729  5995177
  1109014  1004906   840361   854852   897954  1101174   844179  1054215
  1020581  9296919  1137176  1056427  1077359   883912   970619  1031087
  1044805  1053875   979707  1081177   930917  1125123   924423   990984
  1139525  9297045  1124475   961554  1013895  1101567   888532  1008316
   883932  1134414  1093113   903233  1071556   975155  1102829   921554
   959316  1128880]","[916122, 12811532, 878026, 12810393, 847344]"
1818,2371,"[  933835  1087102  1138443   857294  5569230  1137775   921438   866755
   960318  1131321   951590   845307   867547   945662  5568995   957736
  1022757  7441668   986912   999198  8090521  1126890  1027569  7169088
  1109014  1001827  9527350   957951  1035691  6533236  1009449   834117
   921504  1139786  1119454 12988031  8090537   919423  1116050   909714
  1124971  5566307   996156  1046957   887225  1002130  1072968   879734
  1115069  1006664]","[933835, 1087102, 1138443, 857294, 5569230]"
1819,2372,"[  998843   893501 10344971  5995985   987562  1106271   854607  1118244
  1106064  1126899  1010590  8203451 10344585   923746  1012284   887474
  1001745  1110111   825538   953191   891542   957938   944249   995628
  1087081   894499   970119 12673243  5569098   824305  9396821  6552637
  1030362  1095669   937614   969568  6463534  8177622   995276   970202
   916993  5569471 12384365   900145  1110142  1024032   922096  1017887
   977543  6463742]","[998843, 893501, 10344971, 5995985, 987562]"
1820,2374,"[ 916122 1006483 1111080 1116821  874780 1046262  970030  996028  985999
 1075313 1048893 8203782  897954 1119405 1009449  832001 1109014  828935
 1116050 1137688  951412 1012284 6633302 1080853 1023815  854852  948239
  909972  948381  979707 1132198 1081177 1028816  908408 1049906 1083328
  964011 1120085  860947  991575 1015177 1009769 1124475 1130729 1035691
 1107973  985889 1011926  905340  965292]","[916122, 1006483, 1111080, 1116821, 874780]"
1821,2375,"[ 5981267   837495   845894  1024051  5591103   920978  7025517   975649
  9926758   986208  1134143  1096172  1032950   928961  7144132  1128812
   923746  5582712 12672980 12352190   837908   823709   861973   949742
   877447 10457128  8181159   930385 13008334  1068504  7142552  1095906
   882826  8205252   866540  5981074  1002459   870927   907957  6979266
  1123137  1057113  7409670  5567292  9420312   904815  1070716   985185
  1096960  1003836]","[5981267, 837495, 845894, 1024051, 5591103]"
1822,2376,"[ 1133018   951590   845208  1081177  1106523  1037863  1005186  1044078
  1004906   909894   845193   863447   923746   981521   844179  1128647
 13841744  1068719   847982   871756   840361   895166  1076056 12731544
  1110797   827079  1023958   866211   934639   965766   913046   960318
  1023720  1013928  1041031  1113588  1072523   835080   844165   916487
   999563  1128240  1007959   819308   892008   943858   858711  1087754
 12301100   992922]","[1133018, 951590, 845208, 1081177, 1106523]"
1823,2377,"[ 1039156   923746   840361  1068719 10344971   987562  1081177   878996
   839094   957063   898466   890695  6602697   844165  1004906  1037863
   860975  1119942  1042697  1016709   868764  9575582   854852  1127470
  1076056   979707  1022254   840601  1057260  1043730   916381   904815
  9934800 13008334  6463717  7169088  1053690  1009187  1087102   900145
   960318   878445  9859219  1083207  7166862  1138443  7104690   845208
  1010190   923673]","[1039156, 923746, 840361, 1068719, 10344971]"
1824,2378,"[ 1081177  1108854   916122  1112238   944137   989824  6602729  1075313
   888532   866211   874780 12810393  1111080   968072  9655679 10456575
   913210  6551861 12810422   924423  1023720  1058997  9707137   978354
   897954   951071   853607   944564   891520  1046262   839656   832001
  1108094  1110843   970202   903233   985999  1044805   961554   940949
  9655696  8090537   854852   996028  1136033  6034857   825749  1005186
 12811532   902856]","[1081177, 1108854, 916122, 1112238, 944137]"
1825,2379,"[ 857503  893501 1031260 1126899  935393 1011300  982790  983897  876695
  916122  882247 1115577 7464370 9416729 1006878  893018  969568  901916
 1137694 5585510 1024032  897125  883817  863885 5591814  839747 5569471
  885406 1136257 8293447 5592610 1059922 1031864  988736  839656  963502
  998558 1124029 1105301  926796  867931 1037332 6034577  927030  866548
 1110111  948239  884896  840361 1082627]","[857503, 893501, 1031260, 1126899, 935393]"
1826,2380,"[  844179  1101173  1005172   999858   916122   821741   951197   927291
   965766 12301109   855138  1077490   862318   979707   896862  1004906
   893501  1091383  1078763  7168417   908318  1115098  1030981   937928
   927851  1085138   840361   838319   873056   913785  1057377   839656
  1090621   819927   935393   987044   843171   830503   823704   870608
 12301839   998119   902172   842368   929768   971504   991999   857503
   888543  1105301]","[844179, 1101173, 1005172, 999858, 916122]"
1827,2381,"[1023720  925862 1081177  854852  867547 1024731 9333734  916758  845208
 1122115  934948  997309  857176  840361  944137 1041031 1022254  965766
 7410304 1115139  878996 1046816  872702  849090 1062572 1077745  839656
 1011141  866211 1045586 1024306 1007959 1092363  880427 1128647 1037863
 1054215  963727 1068078  872755  878775 8118591  902172  924423  970202
  916122 6513713 5995445  950935 1031447]","[1023720, 925862, 1081177, 854852, 867547]"
1828,2386,"[1081177  878996 1005186  840361  854852 1068719 1133018  923746 1081189
  866211 1037863  909894 1022254 1004906  845208  979707  930118 1039156
  913785 1076056 1023720  986912  844179  962568  995965  987562  916381
 1042697  951590  961554 1006184  847982 1049788  993638  859075  916122
 1110843  832678  983078 1044078  863447  844165 1023958  933637  965766
  961447  896862  885290 1070702 1026118]","[1081177, 878996, 1005186, 840361, 854852]"
1829,2387,"[ 866211 5569230  951590 1106523 1081177 1004906 1133018  845208 1044078
  923746  840361 1042438 1068719  844179  878996 1076056  910032 1053690
  916122 1134522 5569327 1021324 5568378  933637  952317  961554  931671
  854852 9337369  899624  908531 1096036  960318  851676  965267 5569845
  942525  834117 1084331  893018  912112 6442594 1038217 1008547  981521
 5585510 9553288 5569471  858302  822407]","[866211, 5569230, 951590, 1106523, 1081177]"
1830,2388,"[1004906  859075  916122  844179  979707  987724  840361 1081177 1044078
 1136257  833025  918368  987562  997907  849018  873203 1071939 1005186
 1068719  995965 1095100 1139827 1123842 1070214 1070702 1096036  918335
 1065593  923746  913785 1002558  847982  824005 1043590 9836460  961554
 1104584  992529 1034686 1049788 1106301 6602697  985999 5592931  897954
  967395  845109 1006184  921744  952972]","[1004906, 859075, 916122, 844179, 979707]"
1831,2389,"[  969687  1070727   911311   843911  1139569  1011141   856788   822517
  9419268  1053595  1113588   858181  1101932  1129610  1125391  1011427
  1135460   909894   905459  1037751   987562   951176   878290  7167860
 12946027  1117964   897953   840732   845193   938841   956284   954424
   846202   912840   890695  1087754   878775  1028715   967144   902192
  9526185  1019387  9419198   993617   955910  1039156   908636  1013842
  1053931  1048893]","[969687, 1070727, 911311, 843911, 1139569]"
1832,2392,"[  844179  1037751  1127716  5581335   999858   981660   988736   916122
  1016800  5569172  1044089   986021  1039796  1102416   894439   967144
 12302069   895295 12301109  1021935  9368325  9677236  1028715   849697
   884145   965766   926905   947316 12810393   868764  6395907  1013895
   868415 13506200  1131438   982790  1046584  1031087   822524  1031083
  1094562   984669  9245106  1041512  1020581 12301839  1030981   896862
   837865   883817]","[844179, 1037751, 1127716, 5581335, 999858]"
1833,2393,"[  873887   997846   858743  1060673  1062572  1058997   934045 10456474
   859987   991874   870428   903738  1067443  1010424   941468  1123106
  7410343   993441   857055  1128608   850058   981103  1007082   919158
  1135044   856715  7138817  6514259 12696250  1120085  1134633  1113141
 13133916  1037332  1064002  9483753  1092354  1087081   856788   991959
   867547  8118591  7464370  6533746  1007148  7166890   872177   885710
  1015113  1047076]","[873887, 997846, 858743, 1060673, 1062572]"
1834,2394,"[ 5995597   977166   986912   849098  1076056   835004   929751  6396537
  1039081  7167853   908531   938849  1133018  6396581   993638  1112238
  8015407   861445  1029968  1106073  6534077  1005186   882109   919589
   925739   847207  6396572   866211   828867  1096667 12262832  1044511
  6979545  6396561   890695   938512  9573206  9926758   891906   954077
   909894   945652  6514279  5569230  5568860   885463  1085476   926422
   942556  1127179]","[5995597, 977166, 986912, 849098, 1076056]"
1835,2395,"[ 9420312  1112766   860975  1133018  1053690  1065593   896369  1130111
  5592931   947292   995055  1116476   909894  1034290   945372  1019832
  1096036  1023958   963226  1040927  6553737   840601   840361  1042697
  9487603  1081189   839188   844165   958137   916381   890610 10285144
  9884698   922907   893501   967395  1134810  9487927   942556  1106301
   838347  1011572   891141   841228   993339  1096960   878996  1026118
   988693  1131550]","[9420312, 1112766, 860975, 1133018, 1053690]"
1836,2396,"[ 1134513   947267  1075793  1048746   888476  1086806  9296965  1129610
  1107693  1098910   828331  1017838   854965   913794   843464   918368
  5570595  1010440  1037751   912914   912451   828073  8119156   833347
  8118591   897678  1069296   931777  6979160  1067779  8119157   851287
   842407  1067419  1047923  1028715  1039627  1002980   985105 10285120
  1007082  5568964  8273950   967144  1031083   972041   859075  1086504
   932503  1065331]","[1134513, 947267, 1075793, 1048746, 888476]"
1837,2398,"[  916122  1053690  1136257  1075368   844179   840361  1092026   859075
  1022053  5569230   985999   913785   868764   914190   987562  1004906
  1081177 12810393  1101173   979707   833025  1076875   999858   964594
  1038217   897125   893501  5568378   855138   987724   823721  9189814
 12384365  1044078   961554   897954  1065593  8090521  1012284  1034686
  1020581   925626 13842214  9527290  1036501   898867  1137346  5568729
 10344585   859010]","[916122, 1053690, 1136257, 1075368, 844179]"
1838,2400,"[  893501   907418  7166861   859075  1136257  1053690   911703   840361
  1068719   910151   962950  9934800  1134810   878996   916381  1048483
  1120085   961554 15596515  7167853   881074  1071939   932298  7409824
   977854  1139827   923746   929751  1054262   908531   943076   821344
   855356   840601   888431  1103741  1075637   844441  1003188  5996036
  9368486  1012913  1109374   931911   974201   909894  1010190   868764
  1079292   823266]","[893501, 907418, 7166861, 859075, 1136257]"
1839,2401,"[ 1118281   924804   995965   878996   997796   961554  1062128   830503
  1046584  1043416  1106064  1120443   959985   952399   840361   900418
   901062  1058404  1019387   930118  1022105  8290421   868423  1013641
   913785   866211   888178  1081189  1075793   942778   893501   951221
   894499   942792   964853   999581   871909   962568 12673243  1004097
  1093571   835431  1135995  5995312   859075   974201   956672  5995603
  1081177   955075]","[1118281, 924804, 995965, 878996, 997796]"
1840,2402,"[  916122  8090521   944139   887691  1006483   839656   946839  8090509
  1060673   909638   925626  1128647  1120085  1134810  1005861   943233
  1048893   996028  1012873  1065593   850102  1003836   927291  8090537
  1012284   904375  1075313  1009200   880579   874780  1092026 13381584
  1013826  1013807   985999   867931   872702  5569327   945779  1076875
  1137346   825753   917654  1111080   902192  1106301  5568378  1054945
   873627   905340]","[916122, 8090521, 944139, 887691, 1006483]"
1841,2404,"[  854852  1023720   840361  1081177  1024306  1133018   845208  1076056
   878996   890610   866211   890695   909894   951590  5569230  1023958
   961554   965766   883932   993466   916122  1058997  1004906  1131488
  1106073   923746   840601  1039156   908531   891954   945662   851819
  1102829  1053282  1137775  1068719   862349   933637   962568  1126870
   932949  1098248  1053690  1115576   974108  1104604   985911   930917
 10284946   847982]","[854852, 1023720, 840361, 1081177, 1024306]"
1842,2405,"[  906658  1046262  1101706   995852  5569379  6034964   930603  1137688
   970030   824305   932179  6602697   951412  1026118  1074964   985999
  1112824   970202  6633210   926065  1110142 10356076  1106271   971983
  6464147  5995985  1080853   967476 12384365   977543  1051516  1099197
   926823  5995705  9522453   953191  1097418  1126899  9446216  7024990
  1104343   995478   995965   825494  9547021  6602729  9705603   829852
   996123   971507]","[906658, 1046262, 1101706, 995852, 5569379]"
1843,2406,"[ 7167945  1139827  1062973 13842090   987724  5995597   929751  7167853
 13842214  9189814   849098   905996  1136257  1058404   977166   962950
   878996  1094767  1053690   881706  1093571   882109   885463  1118281
  1041487   964594   938849   927360   826272   848319   954778   938381
 13213410   907418  1007434   900418  9368486   976199   994868   873203
  1110409 10457110   950384  1106064  9368203  1039081  1095100   995965
  1035843   930118]","[7167945, 1139827, 1062973, 13842090, 987724]"
1844,2407,"[ 1004906   840361  1106523  1068719   893018   913785   960732   965766
   844179   923746  1133018  1081177  1096036  9836526   916122  1044078
  5592931  1124029   896369   983897   893867   961554  1038217  1006878
  1048462   899624  1065593   873627  1098910   924352   878996   887428
   854852  1060673   866211 12810393  1106301   930917  1051211   847982
   952163 12301109  1125530   982790  5585510 12302069   925862   986021
   845208  1040346]","[1004906, 840361, 1106523, 1068719, 893018]"
1845,2408,"[  937686  5568964   888476  1017838  1076306   859026   932503  1038325
   828331  8119157  1067419  1019479  1139058   824311  9527455  9676759
  1007082   977199   902856  1130763  7441192   872461   821976   921340
   907662   911502  1076366  1115139  8119159   975649   828073   917654
  9837076   831763   918368   979505   985742   937791  7441102  9523059
 13213082  1068855  6554202  6552130  1102185   837366   867648   867667
  9297055   972456]","[937686, 5568964, 888476, 1017838, 1076306]"
1846,2410,"[  866211   951590   832678   910032  5569230   846417  7168026   878996
  1002771  5569845   990797   987044   955587   926233   933835   835530
   844179 12301405  9526410  1116020   965766   961554   840361  1081177
   902172 12301109  1003188   913210   869622  1104414   913785  1063577
   941797  1093030  1002130   988791  1014802  6534077   916381  1094190
   865528  1005186   932863   834117  1027168   900208  5568378  1041796
   889731  1042438]","[866211, 951590, 832678, 910032, 5569230]"
1847,2412,"[ 6396581   929751  1068291 12262832   856335   882109  5995597   849098
   977166   876695  9836353 10345155  7408211   891906   938849  7167853
   936897  5592610  1067779   877447 12384431   961803  1011300   969419
   901916  9526254   859026   984575  1034189  1073150   824311  5570467
   921554  1053690   989249  9837076   862981  1039081   908531  1018670
   893018  1037417   924092   926796   863762  9553048   835004  7409785
  1071759  1111986]","[6396581, 929751, 1068291, 12262832, 856335]"
1848,2415,"[ 1062973  1077555   947761   908531   869573   845675   962950  8019748
   859075   867188   910151  1013641   929018   890610   828143  1086713
   901543   933835   886481   909129   961554   867668  9337581   921345
 13777104  1039156   974108   999581   924804  1104414  9526410 10312172
  1026094   951221   991948  1000908   907418   915874 12577242  1123035
  1074223   918335 12755327  1039781  1106064   951976  1022105   833870
   936924   856252]","[1062973, 1077555, 947761, 908531, 869573]"
1849,2416,"[ 844165  840361 1068719 1044078  847982  859075 1004906 1053690 1065593
 1133018  909894 1081177  844179  923746 1005186 1096036  913785  987562
 1039156  965766 1092026 1076056 5592931  907418  908531  951590  893018
 9527494 5568378 1113588 1038217  916381  840601 1006184 9527290 9526410
  890610  890695  918733  916122  969687 1106523 1023958  831536 1106301
 9337581 1048462  845193  860975 1043590]","[844165, 840361, 1068719, 1044078, 847982]"
1850,2418,"[1113588 1128647  889779  918733 9526313  865891 1041476  881608 1009200
  870927  902192  917839  945779 9526666  872702 5995180  904375  887691
  936634  844165 1070716 1003836  955910  835788 1012873  968057 1080884
 1005861 1044511  975649 5995215  995055  969687 1096036 1065067 1085604
  993617  904493 9526185  993512  887003  954495  917654 1056964 9420312
 1005186 1065593 1138189  879755  854520]","[1113588, 1128647, 889779, 918733, 9526313]"
1851,2419,"[ 854852  845208  878996 1037863 1023720  840361 1024306 1081177 1022254
  962568  930118 1116821 1026118 1009449  903325 1137688  961554  891954
 1004906  916122  900802  923746  979707 1015177  904422 1133018  933637
 1116050 1051516  998373 5568228  866871  896613 1105917 1028816  866211
  901062 6034857 1011926  902167 1106523  824005  970202  895268  826144
  965267  868423  890999 7166865 1105488]","[854852, 845208, 878996, 1037863, 1023720]"
1852,2420,"[ 859075  854405  839419  918335  873203 1071939  918368  987562 1031833
  915433  921744 1136257  819063  899019  987724  909249 1095100 5568378
  855356  905868  995965  833025 1002558  859010 7410168  819927 1074697
  961554  861486  897295  897125 1029504 1054262  997128 1138443 1039589
 1036289  877337  913785  819330  847025 1044895  835558 1034686 1137344
 1080581 1128016  909894  830245  846241]","[859075, 854405, 839419, 918335, 873203]"
